id,source_url,in_reply_to_user_id,source,in_reply_to_status_id,in_reply_to_user_id_str,favorite_count,id_str,lang,in_reply_to_screen_name,in_reply_to_status_id_str,retweet_count,text,user,author
1.3094E+18,http://www.socialflow.com,,SocialFlow,,,2115,1309399380215189504,en,,,1087,Police officer shot dead at Croydon police station in south London https://t.co/3sd0kwwciu,BBCBreaking,BBCBreaking
1.30937E+18,http://www.socialflow.com,,SocialFlow,,,17362,1309373815802265600,en,,,6346,"Kim Jong-un has apologised for killing of South Korean official, South says, in highly unusual move for North Korea
https://t.co/Boi7RHRSy1",BBCBreaking,BBCBreaking
1.30909E+18,http://www.socialflow.com,,SocialFlow,,,1885,1309087207031033856,en,,,709,"UK government to top up wages of workers covering up to two-thirds of their hours for next six months, Chancellor R… https://t.co/2w0Zfpk3Th",BBCBreaking,BBCBreaking
1.30884E+18,https://about.twitter.com/products/tweetdeck,5402612,TweetDeck,1.30882E+18,5402612,688,1308843177911218176,en,BBCBreaking,1308822005051994118,205,"Ex-police officer Brett Hankison charged with three counts of ""wanton endangerment"" over shots fired into neighbour… https://t.co/N4PWczLXq5",BBCBreaking,BBCBreaking
1.30882E+18,http://www.socialflow.com,,SocialFlow,,,4784,1308822005051994118,en,,,1291,US grand jury indicts one police officer over fatal shooting of black woman Breonna Taylor in her home in Kentucky https://t.co/MTdAyS8sCV,BBCBreaking,BBCBreaking
1.30848E+18,http://www.socialflow.com,,SocialFlow,,,1418,1308484243425816576,en,,,378,PM calls for resolve and discipline to fight Covid-19 - but warns further measures may be needed if rules are not f… https://t.co/limfnL5tWT,BBCBreaking,BBCBreaking
1.30843E+18,http://www.socialflow.com,,SocialFlow,,,1523,1308432776757116928,en,,,715,"More than 200,000 people have died with coronavirus in the US, the world’s worst hit country, as cases continue to… https://t.co/gZIbzPMu16",BBCBreaking,BBCBreaking
1.30841E+18,http://www.socialflow.com,,SocialFlow,,,1032,1308413810659688453,en,,,354,Republicans secure numbers to move forward with voting on President Trump's candidate to replace Supreme Court Just… https://t.co/EMD2aIpTFW,BBCBreaking,BBCBreaking
1.30838E+18,http://www.socialflow.com,,SocialFlow,,,2217,1308375326280486912,en,,,1044,"Office workers told to stay at home if they can and weddings to be limited to 15, says Prime Minister Boris Johnson… https://t.co/a05WaknFRM",BBCBreaking,BBCBreaking
1.30816E+18,http://www.socialflow.com,,SocialFlow,,,4237,1308156739389403142,en,,,1322,"Pubs and restaurants in England must have a 10pm closing time from Thursday in battle against coronavirus, PM to say https://t.co/pzDoA8JHc1",BBCBreaking,BBCBreaking
1.30773E+18,http://www.socialflow.com,,SocialFlow,,,25836,1307726541783171073,en,,,14778,Leaked documents reveal some of the world’s biggest banks allowed criminals to move dirty money around the world… https://t.co/8GTEBi62Pm,BBCBreaking,BBCBreaking
1.30726E+18,http://www.socialflow.com,,SocialFlow,,,6979,1307262278723604480,en,,,2123,"US Supreme Court Justice Ruth Bader Ginsburg, the history-making jurist, feminist icon and national treasure, has d… https://t.co/daPdLPF3HE",BBCBreaking,BBCBreaking
1.3071E+18,http://www.socialflow.com,,SocialFlow,,,3937,1307103463147438081,en,,,1536,"US Supreme Court Judge Ruth Bader Ginsburg dies, aged 87, after suffering from pancreatic cancer https://t.co/ZLNopVuDKH",BBCBreaking,BBCBreaking
1.307E+18,http://www.socialflow.com,,SocialFlow,,,3984,1307002200527441921,en,,,2207,"Second wave of Covid-19 infections coming to UK, PM Boris Johnson says https://t.co/7lQK8turZ4",BBCBreaking,BBCBreaking
1.30692E+18,http://www.socialflow.com,,SocialFlow,,,656,1306917698018914304,en,,,256,"Tighter restrictions announced for Lancashire, Merseyside and West Yorkshire after rise in Covid-19 cases https://t.co/lIFoZgko0P",BBCBreaking,BBCBreaking
1.30655E+18,http://www.socialflow.com,,SocialFlow,,,670,1306549486701993992,en,,,284,Nearly two million people in parts of north-east England to face tougher restrictions with a ban on households mixi… https://t.co/xXxPktWDKH,BBCBreaking,BBCBreaking
1.30655E+18,http://www.socialflow.com,,SocialFlow,,,873,1306545461269061632,en,,,295,"Sharp decline in coronavirus test turnaround speed in England, with only 33% getting results in 24 hours https://t.co/K2YNiaCISE",BBCBreaking,BBCBreaking
1.30611E+18,http://www.socialflow.com,,SocialFlow,,,837,1306113158373945350,en,,,175,UK's inflation rate fell to 0.2% in August as Eat Out to Help Out scheme pushed down restaurant prices https://t.co/DuOtoj0uvM,BBCBreaking,BBCBreaking
1.30575E+18,http://www.socialflow.com,,SocialFlow,,,924,1305752625305055234,en,,,398,"Number of employees on UK payrolls shrank by 695,000 in August as jobs cut ahead of winding down of government's Jo… https://t.co/viJCJv3nd2",BBCBreaking,BBCBreaking
1.30553E+18,http://www.socialflow.com,,SocialFlow,,,5368,1305525282674216962,en,,,1898,Astronomers exploring whether gas discovery on Venus indicates organisms are living in planet's clouds https://t.co/VX1gC3isTJ,BBCBreaking,BBCBreaking
1.30539E+18,http://www.socialflow.com,,SocialFlow,,,1766,1305392519732224000,en,,,732,Japan's next PM set to be Chief Cabinet Secretary Yoshihide Suga after ruling party picks him to succeed Shinzo Abe https://t.co/tOnRSilWpI,BBCBreaking,BBCBreaking
1.30475E+18,http://www.socialflow.com,,SocialFlow,,,1146,1304754074542387200,en,,,394,"Sir Terence Conran, the British designer who revolutionised retail and decor, has died aged 88 https://t.co/h20j9Njvyn",BBCBreaking,BBCBreaking
1.3044E+18,http://www.socialflow.com,,SocialFlow,,,2783,1304403936623853568,en,,,1738,"R number, which measures coronavirus spread, rises above 1 in UK, figures show https://t.co/M6LSNWPKmi",BBCBreaking,BBCBreaking
1.30414E+18,http://www.socialflow.com,,SocialFlow,,,3331,1304135358406426624,en,,,1811,"Russian group which hacked 2016 Democratic campaign are again targeting US election, says Microsoft https://t.co/rSYuzlpwA7",BBCBreaking,BBCBreaking
1.30409E+18,http://www.socialflow.com,,SocialFlow,,,918,1304089001855459328,en,,,349,"Travellers arriving in England from mainland Portugal will have to self-isolate for two weeks from Saturday, UK gov… https://t.co/zvCYsah7tW",BBCBreaking,BBCBreaking
1.30405E+18,http://www.socialflow.com,,SocialFlow,,,13701,1304049905711943680,en,,,4784,"Actress Dame Diana Rigg, known for roles from The Avengers to Games of Thrones, dies aged 82

https://t.co/gbJ7BUmGSv",BBCBreaking,BBCBreaking
1.30366E+18,http://www.socialflow.com,,SocialFlow,,,1847,1303658051644338176,en,,,551,"US to withdraw more than a third of its troops from Iraq within weeks, its top Middle East commander says https://t.co/a1wS1tK9TM",BBCBreaking,BBCBreaking
1.30345E+18,http://www.socialflow.com,,SocialFlow,,,9672,1303445024882012165,en,,,5031,"Social gatherings of more than six people to be banned by law in England from Monday, amid rise in coronavirus cases https://t.co/zOnxrsA3eo",BBCBreaking,BBCBreaking
1.30343E+18,http://www.socialflow.com,,SocialFlow,,,991,1303434480342970368,en,,,278,27-year-old man charged with murder and seven counts of attempted murder over stabbings in Birmingham city centre https://t.co/eaTrEumDcd,BBCBreaking,BBCBreaking
1.30298E+18,http://www.socialflow.com,,SocialFlow,,,954,1302984874635255808,en,,,338,People arriving in England from seven Greek islands will now need to quarantine for 14 days from 04:00 BST on Wedne… https://t.co/uVngCOPkTy,BBCBreaking,BBCBreaking
1.30296E+18,http://www.socialflow.com,,SocialFlow,,,2961,1302962020262834176,en,,,624,"Russia's poisoned opposition figure Alexei Navalny out of induced coma and his condition has improved, Berlin hospi… https://t.co/zk2DZoJcAW",BBCBreaking,BBCBreaking
1.30286E+18,http://www.socialflow.com,,SocialFlow,,,1481,1302859162569920512,en,,,350,"Man, 27, arrested on suspicion of murder and seven counts of attempted murder after stabbings in Birmingham https://t.co/6Wp3mtwdCq",BBCBreaking,BBCBreaking
1.30116E+18,https://about.twitter.com/products/tweetdeck,,TweetDeck,,,6299,1301156746526941184,en,,,2741,"Russian opposition politician Alexei Navalny was poisoned with Novichok nerve agent, German government says https://t.co/au1GfsrADS",BBCBreaking,BBCBreaking
1.30085E+18,http://www.socialflow.com,,SocialFlow,,,1176,1300845419312939013,en,,,474,Restrictions on visiting other households being reintroduced in Glasgow area of Scotland after rise in coronavirus… https://t.co/ud40ZZ1YnU,BBCBreaking,BBCBreaking
1.29953E+18,http://www.socialflow.com,,SocialFlow,,,8941,1299532926066085889,en,,,2687,"US actor Chadwick Boseman, best known for his role in Black Panther, has died of cancer, his family say https://t.co/CYAJgdw1vj",BBCBreaking,BBCBreaking
1.29922E+18,https://about.twitter.com/products/tweetdeck,,TweetDeck,,,3281,1299222732916301824,en,,,1924,Japanese Prime Minister Shinzo Abe 'set to resign for health reasons' https://t.co/SEYKjA3gtm,BBCBreaking,BBCBreaking
1.29902E+18,http://www.socialflow.com,,SocialFlow,,,1266,1299016807660036103,en,,,569,"Travellers in Switzerland, Jamaica and Czech Republic must quarantine on return to the UK from 0400 on Saturday https://t.co/UoMMu5Zidu",BBCBreaking,BBCBreaking
1.2988E+18,http://www.socialflow.com,,SocialFlow,,,4113,1298803072555192327,en,,,824,White supremacist who killed 51 at Christchurch mosques last year is sentenced to life in prison without parole https://t.co/569xjlPqMY,BBCBreaking,BBCBreaking
1.29868E+18,http://www.socialflow.com,,SocialFlow,,,1560,1298683386387734528,en,,,443,"Teenager charged with murder over deaths of protesters in Wisconsin, US, as President Trump sends federal reinforce… https://t.co/OtleNhIHLg",BBCBreaking,BBCBreaking
1.29836E+18,http://www.socialflow.com,,SocialFlow,,,2058,1298359748417531904,en,,,516,"Face coverings to be mandatory for England’s secondary schools in lockdown areas if social distancing isn’t possible
https://t.co/L09nZoIqTO",BBCBreaking,BBCBreaking
1.29832E+18,https://about.twitter.com/products/tweetdeck,5402612,TweetDeck,1.2983E+18,5402612,588,1298316151290761216,en,BBCBreaking,1298299234471555072,203,Manchester United captain Harry Maguire given suspended sentence of 21 months and 10 days in prison after trial on… https://t.co/1DZqTEn341,BBCBreaking,BBCBreaking
1.2983E+18,http://www.socialflow.com,,SocialFlow,,,2447,1298299234471555072,en,,,756,"Manchester United captain Harry Maguire found guilty of repeated bodily harm, attempted bribery, violence against p… https://t.co/RI0tMuU9Rm",BBCBreaking,BBCBreaking
1.29828E+18,https://about.twitter.com/products/tweetdeck,,TweetDeck,,,0,1298284790010064896,en,,,319,"RT @BBCSport: Incredible ??

England's James Anderson has become the first fast bowler to reach 600 Test wickets.

??https://t.co/LkfDu04uPK…",BBCBreaking,BBCBreaking
1.29828E+18,http://www.socialflow.com,,SocialFlow,,,16955,1298276896665481219,en,,,3632,"Africa is now free of polio, international body says - the disease once paralysed thousands of children on the cont… https://t.co/KEVmA6iYNy",BBCBreaking,BBCBreaking
1.29827E+18,http://www.socialflow.com,,SocialFlow,,,1685,1298268707219677184,en,,,392,Head of exams regulator in England to step down following chaos of this year’s A-level and GCSE results… https://t.co/mlwcbxD3wM,BBCBreaking,BBCBreaking
1.29791E+18,http://www.socialflow.com,,SocialFlow,,,2172,1297913724393656322,en,,,730,"Russian opposition leader Alexei Navalny was probably poisoned, says Berlin hospital where he is being treated https://t.co/TQ1AUl1MDF",BBCBreaking,BBCBreaking
1.29764E+18,https://about.twitter.com/products/tweetdeck,,TweetDeck,,,0,1297638130493919234,en,,,936,"RT @BBCSport: BAYERN MUNICH HAVE DONE IT! ??????

European champions for a sixth time!

????????????

?? Reaction: https://t.co/NXBvACUqeo

#bbcfootb…",BBCBreaking,BBCBreaking
1.29648E+18,http://www.socialflow.com,,SocialFlow,,,1880,1296480780403781632,en,,,528,"UK tourists will no longer need to quarantine when returning from Portugal, but travellers coming back from Croatia… https://t.co/3qc7iCRJLY",BBCBreaking,BBCBreaking
1.29644E+18,http://www.socialflow.com,,SocialFlow,,,5246,1296443453153345538,en,,,1723,Former Trump adviser Steve Bannon charged with fraud over fundraising campaign to build US-Mexico border wall https://t.co/DwaG66DuxL,BBCBreaking,BBCBreaking
1.29642E+18,http://www.socialflow.com,,SocialFlow,,,3538,1296416647385952258,en,,,599,"Hashem Abedi, brother of Manchester Arena bomber, sentenced to at least 55 years for murders of 22 people in 2017 t… https://t.co/KiSNrvWFxx",BBCBreaking,BBCBreaking
1.29636E+18,https://about.twitter.com/products/tweetdeck,,TweetDeck,,,1217,1296364501898534912,en,,,243,"GCSE pass rate in England sees historic rise, from 70% to 79%, after government U-turn on how grades are assessed https://t.co/y9c5woNz3J",BBCBreaking,BBCBreaking
1.29617E+18,http://www.socialflow.com,,SocialFlow,,,848,1296174618865209344,en,,,374,Nearly half a million UK pupils face fresh round of chaos after exam board Pearson pulls BTec results on eve of rel… https://t.co/ULgG4DKXbQ,BBCBreaking,BBCBreaking
1.29615E+18,http://www.socialflow.com,,SocialFlow,,,1537,1296146936412725249,en,,,715,"At least 45 migrants have died in the largest shipwreck off Libya's coast this year, the UN says https://t.co/WxkpYb0U4X",BBCBreaking,BBCBreaking
1.29588E+18,http://www.socialflow.com,,SocialFlow,,,822,1295877247325343744,en,,,468,"Mali's President Ibrahim Boubacar Keïta has resigned, after being detained by soldiers on Tuesday, state TV reports https://t.co/9ayhbyOvy2",BBCBreaking,BBCBreaking
1.2958E+18,http://www.socialflow.com,,SocialFlow,,,913,1295795049859620864,fr,,,446,"Mali President Ibrahim Boubacar Keïta and Prime Minister Boubou Cissé arrested by mutinying soldiers, in apparent c… https://t.co/m56MhRuS8T",BBCBreaking,BBCBreaking
1.29572E+18,http://www.socialflow.com,,SocialFlow,,,609,1295716510078574593,en,,,218,"One man found guilty and three acquitted over killing of former Lebanese PM Rafik Hariri in 2005 bomb attack

https://t.co/x6osn6lQcl",BBCBreaking,BBCBreaking
1.29561E+18,http://www.socialflow.com,,SocialFlow,,,1095,1295608905536548866,en,,,605,"Marks &amp; Spencer to cut 7,000 jobs in UK over next three months as coronavirus continues to affect trading… https://t.co/nWnX5hsLW7",BBCBreaking,BBCBreaking
1.29538E+18,https://about.twitter.com/products/tweetdeck,5402612,TweetDeck,1.29538E+18,5402612,1057,1295378608375177222,en,BBCBreaking,1295376449814265857,318,"""What changed was seeing the experience of young people receiving grades and being distressed at the need to then h… https://t.co/q8xVOOt8c9",BBCBreaking,BBCBreaking
1.29538E+18,http://www.socialflow.com,,SocialFlow,,,13662,1295376449814265857,en,,,3687,"A-level and GCSE students in England will have results based on teacher assessments after U-turn

https://t.co/xG5NdyLu1F",BBCBreaking,BBCBreaking
1.29535E+18,http://www.socialflow.com,,SocialFlow,,,3009,1295352937573683205,en,,,586,"A-level and GCSE results in Wales to be based on teacher assessments after uproar over grades 

https://t.co/NHG0eETggT",BBCBreaking,BBCBreaking
1.29403E+18,http://www.socialflow.com,,SocialFlow,,,1122,1294025078544490497,en,,,367,"Tougher fines for coronavirus rule-breakers announced, as UK Prime Minister gives go ahead for next stage of lockdo… https://t.co/rrAEUfXtKm",BBCBreaking,BBCBreaking
1.29402E+18,http://www.socialflow.com,,SocialFlow,,,3655,1294015659928686595,en,,,1856,"People arriving in the UK from France after 04:00 BST on Saturday will have to quarantine for 14 days, minister says https://t.co/gslgqG33Mw",BBCBreaking,BBCBreaking
1.29393E+18,http://www.socialflow.com,,SocialFlow,,,6368,1293927279689641986,en,,,2097,"Israel and the United Arab Emirates reach historic deal, aimed at normalising relations between the nations https://t.co/MiE0oIheeQ",BBCBreaking,BBCBreaking
1.29358E+18,http://www.socialflow.com,,SocialFlow,,,661,1293579602451988484,en,,,151,Education Secretary Gavin Williamson 'incredibly sorry' over disruption to schools in England during the pandemic https://t.co/0ZJ74cJFtQ,BBCBreaking,BBCBreaking
1.29357E+18,http://www.socialflow.com,,SocialFlow,,,921,1293568964824621059,en,,,391,"Three people confirmed dead, including driver, after train derails in Aberdeenshire, Scotland… https://t.co/IgzyeF3EML",BBCBreaking,BBCBreaking
1.29343E+18,http://www.socialflow.com,,SocialFlow,,,9537,1293427577189785600,en,,,5558,UK has officially fallen into recession for first time in 11 years due to the impact of the coronavirus pandemic https://t.co/Xh9gHVbAb0,BBCBreaking,BBCBreaking
1.29328E+18,http://www.socialflow.com,,SocialFlow,,,14486,1293282020274196485,en,,,2771,Democratic presidential candidate Joe Biden names Senator Kamala Harris as his running mate - the first black woman… https://t.co/P1oIS2RTKm,BBCBreaking,BBCBreaking
1.29319E+18,https://about.twitter.com/products/tweetdeck,,TweetDeck,,,2943,1293192148070744064,en,,,539,Tens of thousands of school pupils in Scotland to have their exam results upgraded after outcry over initial grades https://t.co/VETMRyjvg6,BBCBreaking,BBCBreaking
1.29307E+18,http://www.socialflow.com,,SocialFlow,,,1199,1293069307874770945,en,,,442,"Employment in the UK fell by the largest amount in over a decade between May and July, official figures show. https://t.co/2iWCdfvOWi",BBCBreaking,BBCBreaking
1.29295E+18,http://www.socialflow.com,,SocialFlow,,,2925,1292948439265943558,en,,,1057,US President Donald Trump leaves news conference after reports of shooting outside White House… https://t.co/N4hHMghRuL,BBCBreaking,BBCBreaking
1.29287E+18,http://www.socialflow.com,,SocialFlow,,,4561,1292865074479222784,en,,,2332,Lebanon's government resigns in response to anger over deadly port explosion which devastated parts of the capital… https://t.co/xvNlYBegZ8,BBCBreaking,BBCBreaking
1.29178E+18,https://about.twitter.com/products/tweetdeck,5402612,TweetDeck,1.29177E+18,5402612,610,1291775538609127427,en,BBCBreaking,1291767131550384128,308,"At least two dead, including the pilot, after Air India Express plane skids off runway and breaks in two at airport… https://t.co/EHtpAXlPpR",BBCBreaking,BBCBreaking
1.29177E+18,https://about.twitter.com/products/tweetdeck,5402612,TweetDeck,1.29176E+18,5402612,1014,1291767131550384128,en,BBCBreaking,1291759578225442818,555,"Air India Express plane broke into two pieces after skidding off end of runway, Indian aviation officials say https://t.co/QKbUv0RiIY",BBCBreaking,BBCBreaking
1.29176E+18,http://www.socialflow.com,,SocialFlow,,,2000,1291759578225442818,en,,,1333,Air India Express plane with nearly 200 people on board skids off runway at Kozhikode airport in Kerala - Indian me… https://t.co/GvZNHZMAYT,BBCBreaking,BBCBreaking
1.29175E+18,http://www.socialflow.com,,SocialFlow,,,3810,1291745816533708801,en,,,2159,US imposes sanctions on Hong Kong chief executive Carrie Lam and other top officials for undermining territory's au… https://t.co/gntNBZvK3R,BBCBreaking,BBCBreaking
1.29155E+18,http://www.socialflow.com,,SocialFlow,,,2225,1291549643839549440,en,,,684,US President Donald Trump signs an executive order to address the 'threat' of TikTok https://t.co/YzESEOkJce,BBCBreaking,BBCBreaking
1.29145E+18,http://www.socialflow.com,,SocialFlow,,,1352,1291451692895084544,en,,,668,"Travellers returning to UK from Belgium, the Bahamas and Andorra will have to quarantine from 04:00 BST on Saturday https://t.co/yfr1HIyCVA",BBCBreaking,BBCBreaking
1.2914E+18,http://www.socialflow.com,,SocialFlow,,,5418,1291402360535883778,en,,,1306,New York prosecutors sue to dissolve powerful National Rifle Association over alleged financial mismanagement https://t.co/59Do7qqgOe,BBCBreaking,BBCBreaking
1.29076E+18,https://about.twitter.com/products/tweetdeck,5402612,TweetDeck,1.29073E+18,5402612,4826,1290758551737192455,en,BBCBreaking,1290728899287175168,3489,"Lebanese president blames 2,750 tonnes of ammonium nitrate left in warehouse unchecked for six years for devastatin… https://t.co/Nfp5j1EmcB",BBCBreaking,BBCBreaking
1.29073E+18,https://about.twitter.com/products/tweetdeck,5402612,TweetDeck,1.29068E+18,5402612,4456,1290728899287175168,en,BBCBreaking,1290680641563041793,2055,"Beirut explosion has killed dozens and injured thousands, officials say, with hospitals struggling to cope

Latest:… https://t.co/G5JdAay1Bw",BBCBreaking,BBCBreaking
1.29068E+18,http://www.socialflow.com,,SocialFlow,,,7288,1290680641563041793,en,,,5453,"Large blast rocks Lebanese capital Beirut, days ahead of verdict in politically sensitive murder trial - many peopl… https://t.co/T41CQwiYck",BBCBreaking,BBCBreaking
1.29E+18,https://www.twitter.com/,,Twitter Media Studio - LiveCut,,,5422,1289997716232318984,en,,,1094,US astronauts splash down off coast of Florida after historic SpaceX mission https://t.co/vpn2UMcYGf https://t.co/hxqoBNQvDo,BBCBreaking,BBCBreaking
1.28963E+18,https://about.twitter.com/products/tweetdeck,,TweetDeck,,,0,1289631100474548224,en,,,663,"RT @BBCSport: ARSENAL HAVE WON THE FA CUP!

A double from Pierre-Emerick Aubameyang gives the Gunners the trophy after they fell behind to…",BBCBreaking,BBCBreaking
1.28923E+18,http://www.socialflow.com,,SocialFlow,,,2567,1289228415401201664,en,,,1279,"Film director Sir Alan Parker, whose credits include Midnight Express, Mississippi Burning and The Commitments, die… https://t.co/rh8qdtBYqW",BBCBreaking,BBCBreaking
1.28918E+18,http://www.socialflow.com,,SocialFlow,,,1637,1289181066649980928,en,,,210,"Henry Long jailed for 16 years for manslaughter over death of PC Andrew Harper, killed in line of duty in Berkshire… https://t.co/Ruyfvqv5P1",BBCBreaking,BBCBreaking
1.28916E+18,https://about.twitter.com/products/tweetdeck,5402612,TweetDeck,1.28916E+18,5402612,700,1289160848389201924,en,BBCBreaking,1289159849545146369,240,"""Our assessment is that we should now squeeze that brake pedal... in order to keep the virus under control""

PM Bor… https://t.co/42gkq6v6wI",BBCBreaking,BBCBreaking
1.28916E+18,http://www.socialflow.com,,SocialFlow,,,1342,1289159849545146369,en,,,433,"UK Prime Minister Boris Johnson announces delay to reopening of venues in England, including casinos and bowling al… https://t.co/Xbau4O9ZHI",BBCBreaking,BBCBreaking
1.28882E+18,http://www.socialflow.com,,SocialFlow,,,7302,1288822513112317954,en,,,3704,"US President Donald Trump calls to delay 2020 election, citing possible mail-in voting fraud despite little evidence https://t.co/mWFN6QIbr7",BBCBreaking,BBCBreaking
1.28881E+18,https://www.twitter.com/,,Twitter Media Studio - LiveCut,,,4201,1288805569885802496,en,,,1082,Perseverance rover launches ahead of seven-month journey to Mars in Nasa's most ambitious hunt for life on the plan… https://t.co/4rNwHMUCHL,BBCBreaking,BBCBreaking
